regionId,province,city,date,caseId,infection_case,confirmed,accumulated,briefingdate,classname,note
10,서울,용산구,2020-05-06,11,이태원 클럽,18,255,2020-05-26,유흥시설,2020-05-25 데이터로 추가확진 수 유추
10,서울,용산구,2020-05-06,11,이태원 클럽,4,259,2020-05-27,유흥시설,
10,서울,용산구,2020-05-06,11,이태원 클럽,2,261,2020-05-28,유흥시설,
10,서울,용산구,2020-05-06,11,이태원 클럽,5,266,2020-05-29,유흥시설,
10,서울,용산구,2020-05-06,11,이태원 클럽,3,269,2020-05-30,유흥시설,
10,서울,용산구,2020-05-06,11,이태원 클럽,1,270,2020-05-31,유흥시설,
10,서울,용산구,2020-05-06,11,이태원 클럽,2,272,2020-06-03,유흥시설,
10,서울,용산구,2020-05-06,11,이태원 클럽,1,273,2020-06-06,유흥시설,
10,서울,용산구,2020-05-06,11,이태원 클럽,1,274,2020-06-08,유흥시설,
10,서울,용산구,2020-05-06,11,이태원 클럽,3,277,2020-06-09,유흥시설,
10,서울,마포구,2020-05-14,12,홍대 모임,4,4,2020-05-14,"가족, 지인 및 소모임",
10,서울,마포구,2020-05-14,12,홍대 모임,1,5,2020-05-15,"가족, 지인 및 소모임",2020-05-14 데이터로 누적값 유추
10,서울,강남구,2020-05-19,13,삼성서울병원,4,4,2020-05-19,의료기관,
10,서울,강남구,2020-05-19,13,삼성서울병원,2,6,2020-05-21,의료기관,2020-05-19 데이터로 누적값 유추
10,서울,강남구,2020-05-19,13,삼성서울병원,3,9,2020-05-23,의료기관,2020-05-21 데이터로 누적값 유추
10,서울,양천구,2020-05-20,14,원어성경연구회,2,3,2020-05-22,종교시설 및 단체,"은혜감리교회->원어성경연구회 집단명 변경, 지표환자 1명+추가확진 2명으로 누적값 도출"
10,서울,양천구,2020-05-20,14,원어성경연구회,4,7,2020-05-23,종교시설 및 단체,2020-05-22 데이터로 추가확진 수 유추
10,서울,양천구,2020-05-20,14,원어성경연구회,1,8,2020-05-25,종교시설 및 단체,
10,서울,양천구,2020-05-20,14,원어성경연구회,1,9,2020-05-26,종교시설 및 단체,
10,서울,양천구,2020-05-20,14,원어성경연구회,3,12,2020-05-27,종교시설 및 단체,
10,서울,양천구,2020-05-20,14,원어성경연구회,1,13,2020-05-29,종교시설 및 단체,
10,서울,중구,2020-05-26,15,KB생명보험 콜센터,,7,2020-05-28,콜센터,
10,서울,중구,2020-05-26,15,KB생명보험 콜센터,3,11,2020-06-03,콜센터,1명 누락
10,서울,중구,2020-05-26,15,KB생명보험 콜센터,1,12,2020-06-04,콜센터,
10,서울,중구,2020-05-26,15,KB생명보험 콜센터,1,13,2020-06-09,콜센터,
10,서울,중구,2020-05-26,15,KB생명보험 콜센터,1,14,2020-06-12,콜센터,
10,서울,서대문구,2020-05-30,16,연아나 뉴스클래스,3,4,2020-05-31,교육시설 및 단체,
10,서울,서대문구,2020-05-30,16,연아나 뉴스클래스,1,5,2020-06-14,교육시설 및 단체,
10,서울,관악구,2020-06-02,17,리치웨이,9,10,2020-06-04,방문판매업,6월 2일 지표확진자 1명 추가
10,서울,관악구,2020-06-02,17,리치웨이,19,29,2020-06-05,방문판매업,
10,서울,관악구,2020-06-02,17,리치웨이,13,42,2020-06-06,방문판매업,
10,서울,관악구,2020-06-02,17,리치웨이,3,45,2020-06-07,방문판매업,
10,서울,관악구,2020-06-02,17,리치웨이,7,52,2020-06-08,방문판매업,
10,서울,관악구,2020-06-02,17,리치웨이,8,68,2020-06-09,방문판매업,
10,서울,관악구,2020-06-02,17,리치웨이,25,93,2020-06-10,방문판매업,SJ 투자회사 콜센터 관련 확진자(6.7) 8명 -> 리치웨이로 재분류
10,서울,관악구,2020-06-02,17,리치웨이,14,116,2020-06-11,방문판매업,예수말씀실천교회 확진자 9명 -> 리치웨이로 재분류
10,서울,관악구,2020-06-02,17,리치웨이,23,139,2020-06-12,방문판매업,추가적인 집단확진 발생
10,서울,관악구,2020-06-02,17,리치웨이,14,153,2020-06-13,방문판매업,
10,서울,관악구,2020-06-02,17,리치웨이,11,164,2020-06-14,방문판매업,
10,서울,관악구,2020-06-02,17,리치웨이,5,169,2020-06-15,방문판매업,
10,서울,관악구,2020-06-02,17,리치웨이,3,172,2020-06-16,방문판매업,
10,서울,관악구,2020-06-02,17,리치웨이,4,176,2020-06-17,방문판매업,
10,서울,관악구,2020-06-02,17,리치웨이,4,180,2020-06-18,방문판매업,
10,서울,관악구,2020-06-02,17,리치웨이,7,187,2020-06-19,방문판매업,
10,서울,관악구,2020-06-02,17,리치웨이,6,193,2020-06-20,방문판매업,
10,서울,관악구,2020-06-02,17,리치웨이,1,194,2020-06-21,방문판매업,
10,서울,관악구,2020-06-02,17,리치웨이,4,198,2020-06-22,방문판매업,
10,서울,관악구,2020-06-02,17,리치웨이,4,202,2020-06-23,방문판매업,
10,서울,관악구,2020-06-02,17,리치웨이,3,205,2020-06-24,방문판매업,
10,서울,관악구,2020-06-02,17,리치웨이,2,207,2020-06-28,방문판매업,
10,서울,관악구,2020-06-02,17,리치웨이,3,210,2020-06-29,방문판매업,
10,서울,양천구,2020-06-06,18,운동시설,17,17,2020-06-06,"체육, 여가시설",
10,서울,양천구,2020-06-06,18,운동시설,,41,2020-06-08,"체육, 여가시설",용인 큰나무 교회 -> 양천구 운동시설로 재분류
10,서울,양천구,2020-06-06,18,운동시설,10,51,2020-06-09,"체육, 여가시설",
10,서울,양천구,2020-06-06,18,운동시설,3,54,2020-06-10,"체육, 여가시설",
10,서울,양천구,2020-06-06,18,운동시설,6,60,2020-06-11,"체육, 여가시설",
10,서울,양천구,2020-06-06,18,운동시설,1,61,2020-06-12,"체육, 여가시설",
10,서울,양천구,2020-06-06,18,운동시설,1,62,2020-06-13,"체육, 여가시설",
10,서울,양천구,2020-06-06,18,운동시설,2,66,2020-06-16,"체육, 여가시설",
10,서울,양천구,2020-06-06,18,운동시설,1,67,2020-06-17,"체육, 여가시설",
10,서울,양천구,2020-06-06,18,운동시설,1,68,2020-06-18,"체육, 여가시설",
10,서울,양천구,2020-06-06,18,운동시설,1,69,2020-06-19,"체육, 여가시설",
10,서울,양천구,2020-06-06,18,운동시설,1,70,2020-06-20,"체육, 여가시설",
10,서울,양천구,2020-06-06,18,운동시설,2,72,2020-06-26,"체육, 여가시설",
10,서울,양천구,2020-06-06,18,운동시설,1,73,2020-06-27,"체육, 여가시설",
10,서울,중랑구,2020-06-07,19,원묵고등학교,1,1,2020-06-08,교육시설 및 단체,해당 학생 6월 5일 롯데어드벤처 방문
10,서울,강서구,2020-06-09,20,SJ투자회사 콜센터,4,4,2020-06-09,콜센터,
10,서울,구로구,2020-06-09,21,대자연코리아,4,5,2020-06-20,방문판매업,6월 9일 지표환자 1명 추가
10,서울,구로구,2020-06-09,21,대자연코리아,2,7,2020-06-21,방문판매업,
10,서울,도봉구,2020-06-11,22,성심데이케어센터,13,14,2020-06-12,요양병원 및 시설,6월 11일 지표환자 1명 추가
10,서울,도봉구,2020-06-11,22,성심데이케어센터,2,16,2020-06-13,요양병원 및 시설,
10,서울,도봉구,2020-06-11,22,성심데이케어센터,1,17,2020-06-14,요양병원 및 시설,
10,서울,도봉구,2020-06-11,22,성심데이케어센터,2,19,2020-06-15,요양병원 및 시설,
10,서울,도봉구,2020-06-11,22,성심데이케어센터,3,22,2020-06-16,요양병원 및 시설,
10,서울,도봉구,2020-06-11,22,성심데이케어센터,12,34,2020-06-17,요양병원 및 시설,
10,서울,도봉구,2020-06-11,22,성심데이케어센터,3,38,2020-06-18,요양병원 및 시설,확진자 1명 누락
10,서울,도봉구,2020-06-11,22,성심데이케어센터,2,40,2020-06-19,요양병원 및 시설,
10,서울,도봉구,2020-06-11,22,성심데이케어센터,2,42,2020-06-20,요양병원 및 시설,
10,서울,도봉구,2020-06-11,22,성심데이케어센터,1,43,2020-06-21,요양병원 및 시설,
10,서울,도봉구,2020-06-11,22,성심데이케어센터,2,45,2020-06-23,요양병원 및 시설,
10,서울,도봉구,2020-06-11,22,성심데이케어센터,2,47,2020-06-24,요양병원 및 시설,
10,서울,영등포구,2020-06-15,23,자동차 동호회 모임,5,5,2020-06-24,"가족, 지인 및 소모임",
10,서울,영등포구,2020-06-15,23,자동차 동호회 모임,1,6,2020-06-28,"가족, 지인 및 소모임",
10,서울,중구,2020-06-15,24,시청역,4,5,2020-06-18,공공장소,6월 15일 지표환자 1명(안전관리 요원) 추가
10,서울,중구,2020-06-15,24,시청역,1,7,2020-06-21,공공장소,1명 누락
10,서울,은평구,2020-06-17,25,일가족,5,12,2020-06-18,"가족, 지인 및 소모임",
10,서울,강남구,2020-06-24,26,역삼동 모임,3,3,2020-06-25,"가족, 지인 및 소모임",
10,서울,강남구,2020-06-24,26,역삼동 모임,4,7,2020-06-25,"가족, 지인 및 소모임",
10,서울,강남구,2020-06-24,26,역삼동 모임,3,11,2020-06-27,"가족, 지인 및 소모임",1명 누락
10,서울,강남구,2020-06-24,26,역삼동 모임,2,13,2020-06-28,"가족, 지인 및 소모임",
10,서울,강남구,2020-06-30,27,금융회사,5,5,2020-07-03,직장,"1명 종로구 소재 통신사 직원, 7월 3일 집계발표"
10,서울,강남구,2020-06-30,27,금융회사,1,8,2020-07-09,직장,"7월3일, 4일, 8일 1명씩 추가"
10,서울,강남구,2020-06-30,27,금융회사,1,9,2020-07-23,직장,
10,서울,강남구,2020-07-01,28,사무실(온수매트 사업 관련),5,6,2020-07-07,직장,"지표환자 1명 추가, 누적 6명"
10,서울,강남구,2020-07-01,28,사무실(온수매트 사업 관련),5,11,2020-07-08,직장,"확진자 1명, 조사 불분명 4명 확인"
10,서울,강남구,2020-07-01,28,사무실(온수매트 사업 관련),1,12,2020-07-10,직장,
10,서울,강남구,2020-07-02,29,사무실 관련,2,24,2020-07-20,직장,"역삼동 V빌딩과 한화생명이 강남구 사무실 관련으로 재분류, 통합"
10,서울,강남구,2020-07-02,29,사무실 관련,1,25,2020-07-22,직장,"역삼동 V빌딩과 한화생명이 강남구 사무실 관련으로 재분류, 통합"
10,서울,강남구,2020-07-02,29,사무실 관련,1,26,2020-07-24,직장,"역삼동 V빌딩과 한화생명이 강남구 사무실 관련으로 재분류, 통합"
10,서울,강남구,2020-07-02,30,역삼동 V빌딩,7,8,2020-07-14,직장,7월 2일 지표환자 1명 추가
10,서울,강남구,2020-07-02,30,역삼동 V빌딩,1,9,2020-07-15,직장,
10,서울,관악구,2020-07-02,31,일가족,7,7,2020-07-02,"가족, 지인 및 소모임",
10,서울,중랑구,2020-07-02,32,일가족,8,9,2020-07-06,"가족, 지인 및 소모임","초발환자 1명 추가, 누적 9명"
10,서울,,2020-07-06,33,서울 롯데 미도파 광화문 빌딩,5,6,2020-07-10,직장,7월 6일 지표환자 1명 이후 5명 확진
10,서울,,2020-07-06,33,서울 롯데 미도파 광화문 빌딩,1,7,2020-07-11,직장,
10,서울,,2020-07-11,34,서울 한화생명,4,5,2020-07-15,직장,7월 11일 지표환자 1명 추가
10,서울,,2020-07-11,34,서울 한화생명,3,8,2020-07-17,직장,
10,서울,,2020-07-11,34,서울 한화생명,3,11,2020-07-18,직장,
10,서울,,2020-07-11,34,서울 한화생명,2,13,2020-07-19,직장,
10,서울,강남구,2020-07-11,35,이동통신 종사자,4,5,2020-07-14,기타,7월 11일 지표환자 1명 추가
10,서울,관악구,2020-07-12,36,사무실,7,8,2020-07-14,직장,7월 12일 지표환자 1명 추가
10,서울,관악구,2020-07-12,36,사무실,1,9,2020-07-15,직장,
10,서울,관악구,2020-07-12,36,사무실,2,11,2020-07-16,직장,
10,서울,관악구,2020-07-12,36,사무실,2,13,2020-07-17,직장,
10,서울,관악구,2020-07-12,36,사무실,6,19,2020-07-18,직장,
10,서울,관악구,2020-07-12,36,사무실,13,32,2020-07-19,직장,
10,서울,관악구,2020-07-12,36,사무실,1,33,2020-07-20,직장,
10,서울,관악구,2020-07-12,36,사무실,1,34,2020-07-21,직장,
10,서울,관악구,2020-07-12,36,사무실,2,36,2020-07-25,직장,
10,서울,관악구,2020-07-12,36,사무실,1,37,2020-07-26,직장,
10,서울,관악구,2020-07-12,36,사무실,1,38,2020-07-27,직장,
10,서울,강남구,2020-07-18,37,K빌딩 부동산 관련 회사,13,13,2020-07-22,직장,
10,서울,강남구,2020-07-18,37,K빌딩 부동산 관련 회사,3,16,2020-07-25,직장,
10,서울,강남구,2020-07-18,37,K빌딩 부동산 관련 회사,1,17,2020-07-31,직장,
10,서울,성동구,2020-07-18,38,서울 성수고등학교,1,2,2020-07-19,교육시설 및 단체,7월 18일 지표환자 1명 추가
10,서울,종로구,2020-07-19,39,신명투자,8,9,2020-07-25,직장,7월 19일 지표환자 1명 추가
10,서울,종로구,2020-07-19,39,신명투자,1,10,2020-07-28,직장,
10,서울,종로구,2020-07-19,39,신명투자,2,12,2020-07-29,직장,
10,서울,종로구,2020-07-19,40,신명투자,1,13,2020-08-01,직장,
10,서울,강서구,2020-07-20,41,요양시설(강서중앙데이케어센터),9,9,2020-07-20,요양병원 및 시설,
10,서울,강서구,2020-07-20,41,요양시설(강서중앙데이케어센터),3,12,2020-07-21,요양병원 및 시설,
10,서울,강서구,2020-07-20,41,요양시설(강서중앙데이케어센터),3,15,2020-07-22,요양병원 및 시설,
10,서울,강서구,2020-07-20,41,요양시설(강서중앙데이케어센터),5,20,2020-07-23,요양병원 및 시설,
10,서울,강서구,2020-07-20,41,요양시설(강서중앙데이케어센터),1,21,2020-07-24,요양병원 및 시설,
10,서울,강서구,2020-07-20,41,요양시설(강서중앙데이케어센터),3,24,2020-07-25,요양병원 및 시설,
10,서울,강서구,2020-07-20,41,요양시설(강서중앙데이케어센터),1,25,2020-07-26,요양병원 및 시설,
10,서울,강서구,2020-07-20,41,요양시설(강서중앙데이케어센터),3,28,2020-07-27,요양병원 및 시설,
10,서울,강서구,2020-07-20,41,요양시설(강서중앙데이케어센터),1,29,2020-07-30,요양병원 및 시설,
10,서울,강서구,2020-07-20,41,요양시설(강서중앙데이케어센터),1,30,2020-07-31,요양병원 및 시설,
10,서울,강서구,2020-07-20,41,요양시설(강서중앙데이케어센터),2,31,2020-08-02,요양병원 및 시설,
10,서울,송파구,2020-07-20,42,사랑교회,3,4,2020-07-22,종교시설 및 단체,7월 20일 지표환자 1명 추가
10,서울,송파구,2020-07-20,42,사랑교회,4,8,2020-07-23,종교시설 및 단체,
10,서울,송파구,2020-07-20,42,사랑교회,10,18,2020-07-24,종교시설 및 단체,
10,서울,송파구,2020-07-20,42,사랑교회,1,19,2020-07-25,종교시설 및 단체,
10,서울,송파구,2020-07-20,43,송파구 사랑교회,2,21,2020-08-05,종교시설 및 단체,
10,서울,송파구,2020-07-20,43,송파구 사랑교회,1,22,2020-08-06,종교시설 및 단체,
10,서울,송파구,2020-07-23,44,지인 모임,1,7,2020-07-28,"가족, 지인 및 소모임","7월 23일 지표환자 1명, 24일 1명, 25일 1명, 26일 3명, 28일 1명"
10,서울,송파구,2020-07-23,44,지인 모임,1,8,2020-07-30,"가족, 지인 및 소모임",
10,서울,송파구,2020-07-23,44,송파구 지인 모임,1,9,2020-08-05,"가족, 지인 및 소모임",
10,서울,종로구,2020-07-25,45,정부 서울청사,1,1,2020-07-25,공공기관,
10,서울,강남구,2020-07-27,46,강남구 커피전문점,8,9,2020-08-02,일반음식점 및 카페,커피전문점과 양재동 식당과 연관
10,서울,강남구,2020-07-27,46,강남구 커피전문점,1,10,2020-08-03,일반음식점 및 카페,
10,서울,강남구,2020-07-27,46,강남구 커피전문점/양재동 식당,2,12,2020-08-04,일반음식점 및 카페,
10,서울,강남구,2020-07-27,46,강남구 커피전문점/양재동 식당,1,13,2020-08-05,일반음식점 및 카페,
10,서울,강남구,2020-07-27,46,강남구 커피전문점/양재동 식당,2,15,2020-08-06,일반음식점 및 카페,
10,서울,강남구,2020-07-27,46,강남구 커피전문점/양재동 식당,1,16,2020-08-07,일반음식점 및 카페,
10,서울,,2020-08-04,47,선교회 소모임,2,4,2020-08-08,종교시설 및 단체,7월 19일 같은 선교회 소모임 참석한 두 부부 7/22-23 확진판정
10,서울,성동구,2020-08-05,48,성동구 가족 모임,3,4,2020-08-08,"가족, 지인 및 소모임",
10,서울,강남구,2020-08-06,49,역삼동 사무실(신일유토빌 오피스텔),2,9,2020-08-13,직장,경기도 광주시 일가족 환자 등(3명)과의 연관성 확인되어 집단사례 분류
10,서울,강남구,2020-08-06,49,역삼동 사무실(신일유토빌 오피스텔),1,10,2020-08-14,직장,
10,서울,강남구,2020-08-06,49,역삼동 사무실(신일유토빌 오피스텔),1,11,2020-08-15,직장,
10,서울,강남구,2020-08-06,49,역삼동 사무실(신일유토빌 오피스텔),2,13,2020-08-16,직장,
10,서울,관악구,2020-08-07,50,은천재활요양병원,3,4,2020-08-11,요양병원 및 시설,
10,서울,관악구,2020-08-07,50,은천재활요양병원,2,6,2020-08-12,요양병원 및 시설,
10,서울,관악구,2020-08-07,50,은천재활요양병원,2,8,2020-08-13,요양병원 및 시설,
10,서울,관악구,2020-08-07,50,은천재활요양병원,1,9,2020-08-16,요양병원 및 시설,
10,서울,관악구,2020-08-07,50,은천재활요양병원,1,10,2020-08-17,요양병원 및 시설,
10,서울,관악구,2020-08-07,50,은천재활요양병원,1,11,2020-08-22,요양병원 및 시설,
10,서울,,2020-08-11,51,서울 롯데리아 종사자 모임,6,7,2020-08-12,"가족, 지인 및 소모임",
10,서울,,2020-08-11,51,서울 롯데리아 종사자 모임,4,11,2020-08-13,"가족, 지인 및 소모임",
10,서울,,2020-08-11,51,서울 롯데리아 종사자 모임,4,15,2020-08-14,"가족, 지인 및 소모임",
10,서울,,2020-08-11,51,서울 롯데리아 종사자 모임,1,16,2020-08-15,"가족, 지인 및 소모임",
10,서울,,2020-08-11,51,서울 롯데리아 종사자 모임,2,18,2020-08-19,"가족, 지인 및 소모임",
10,서울,강남구,2020-08-11,52,강남구 골드트레인,2,18,2020-08-14,직장,"경기도 남양주시 일가족 환자(3명), 광진구 일가족 환자(5명) 연관성 확인"
10,서울,강남구,2020-08-11,52,강남구 골드트레인,2,20,2020-08-15,직장,
10,서울,강남구,2020-08-11,52,강남구 골드트레인/양평군 단체모임,5,56,2020-08-16,직장,경기도 양평군 단체모임과 연관성 확인됨
10,서울,강남구,2020-08-11,52,강남구 골드트레인/양평군 단체모임,2,58,2020-08-17,직장,
10,서울,강남구,2020-08-11,52,강남구 골드트레인/양평군 단체모임,15,73,2020-08-18,직장,
10,서울,강남구,2020-08-11,52,강남구 골드트레인/양평군 단체모임,1,74,2020-08-19,직장,
10,서울,강남구,2020-08-11,52,강남구 골드트레인/양평군 단체모임,2,76,2020-08-20,직장,
10,서울,강남구,2020-08-11,52,강남구 골드트레인/양평군 단체모임,12,88,2020-08-21,직장,
10,서울,강남구,2020-08-11,52,강남구 골드트레인/양평군 단체모임,2,90,2020-08-22,직장,
10,서울,강남구,2020-08-11,52,강남구 골드트레인/양평군 단체모임,10,100,2020-08-23,직장,
10,서울,강남구,2020-08-12,53,코리아 IT 아카데미,6,7,2020-08-17,교육시설 및 단체,
10,서울,동대문구,2020-08-12,54,동대문 통일상가,2,4,2020-08-14,직장,
10,서울,성북구,2020-08-12,55,성북구 사랑제일교회,4,5,2020-08-13,종교시설 및 단체,
10,서울,성북구,2020-08-12,55,성북구 사랑제일교회,14,19,2020-08-14,종교시설 및 단체,
10,서울,성북구,2020-08-12,55,성북구 사랑제일교회,40,59,2020-08-15,종교시설 및 단체,
10,서울,성북구,2020-08-12,55,성북구 사랑제일교회,190,249,2020-08-16,종교시설 및 단체,
10,서울,성북구,2020-08-12,55,성북구 사랑제일교회,70,319,2020-08-17,종교시설 및 단체,
10,서울,성북구,2020-08-12,55,성북구 사랑제일교회,138,457,2020-08-18,종교시설 및 단체,"안디옥 교회(15명), 롯데홈쇼핑 미디어서울센터(7명), 농협카드 콜센터(4명), K국민저축은행 콜센터(2명), 새마음요양병원(1명), 암사동 어르신 방문요양센터 (1명) 등 다양한 장소로 2차 전파"
10,서울,성북구,2020-08-12,55,성북구 사랑제일교회,166,623,2020-08-19,종교시설 및 단체,
10,서울,성북구,2020-08-12,55,성북구 사랑제일교회,53,676,2020-08-20,종교시설 및 단체,
10,서울,성북구,2020-08-12,55,성북구 사랑제일교회,56,732,2020-08-21,종교시설 및 단체,
10,서울,성북구,2020-08-12,55,성북구 사랑제일교회,64,796,2020-08-22,종교시설 및 단체,사랑제일교회 관련 추가 전파로 인한 확진자 발생 장소는 21개소
10,서울,성북구,2020-08-12,55,성북구 사랑제일교회,45,841,2020-08-23,종교시설 및 단체,사랑제일교회 관련 추가 전파로 인한 확진자 발생 장소는 21개소
10,서울,성북구,2020-08-12,55,성북구 사랑제일교회,34,875,2020-08-24,종교시설 및 단체,사랑제일교회 관련 추가 전파로 인한 확진자 발생 장소는 21개소
10,서울,성북구,2020-08-12,55,성북구 사랑제일교회,40,915,2020-08-25,종교시설 및 단체,사랑제일교회 관련 추가 전파로 인한 확진자 발생 장소는 22개소
10,서울,성북구,2020-08-12,55,성북구 사랑제일교회,18,933,2020-08-26,종교시설 및 단체,사랑제일교회 관련 추가 전파로 인한 확진자 발생 장소는 23개소
10,서울,성북구,2020-08-12,55,성북구 사랑제일교회,26,959,2020-08-27,종교시설 및 단체,
10,서울,성북구,2020-08-12,55,성북구 사랑제일교회,19,978,2020-08-28,종교시설 및 단체,사랑제일교회 관련 추가 전파로 인한 확진자 발생 장소는 25개소
10,서울,성북구,2020-08-12,55,성북구 사랑제일교회,40,1018,2020-08-29,종교시설 및 단체,사랑제일교회 관련 추가 전파로 인한 확진자 발생 장소는 25개소
10,서울,성북구,2020-08-12,55,성북구 사랑제일교회,17,1035,2020-08-30,종교시설 및 단체,사랑제일교회 관련 추가 전파로 인한 확진자 발생 장소는 25개소
10,서울,성북구,2020-08-12,55,성북구 사랑제일교회,21,1056,2020-08-31,종교시설 및 단체,사랑제일교회 관련 추가 전파로 인한 확진자 발생 장소는 25개소
10,서울,성북구,2020-08-12,55,성북구 사랑제일교회,27,1083,2020-09-01,종교시설 및 단체,사랑제일교회 관련 추가 전파 발생 장소는 26개소
10,서울,성북구,2020-08-12,55,성북구 사랑제일교회,34,1117,2020-09-02,종교시설 및 단체,사랑제일교회 관련 추가 전파 발생 장소는 27개소
